Brand,Model,Age,KmDriven,Transmission,Owner,FuelType,Price
Hyundai,i10,97,23576,Automatic,first,Petrol,708000.0
Jaguar,XE,97,4000,Automatic,first,Diesel,3800000.0
Lexus,LX,157,62000,Manual,first,Diesel,625000.0
Mercedes-Benz,C-Class,169,36000,Automatic,first,Petrol,1015000.0
Skoda,Superb,133,80000,Automatic,first,Petrol,1075000.0
Chevrolet,Cruze,157,137008,Automatic,first,Diesel,465000.00000000006
Lexus,LX,181,61001,Manual,first,Diesel,475000.0
Hyundai,Verna,121,52191,Manual,first,Petrol,778000.0
Hyundai,i20,109,77076,Manual,first,Diesel,675000.0
Honda,City,205,56000,Automatic,first,Petrol,299000.0
Hyundai,i10,145,21000,Manual,first,Petrol,235000.0
Honda,Amaze,145,89429,Manual,first,Diesel,365000.0
Maruti Suzuki,Wagon-R,157,45631,Manual,second,Petrol,274000.0
Honda,Brio,145,53959,Manual,first,Petrol,350000.0
Hyundai,i20,133,55804,Manual,first,Petrol,476000.0
Volkswagen,Vento,109,25899,Manual,first,Petrol,620000.0
Skoda,Octavia,205,82000,Manual,second,Diesel,235000.0
Mercedes-Benz,E-Class,133,52000,Automatic,first,Diesel,2450000.0
Renault,Duster,145,20000,Manual,first,Petrol,600000.0
Hyundai,Eon,97,31829,Manual,first,Petrol,365000.0
Maruti Suzuki,Swift,109,18094,Manual,second,Petrol,626000.0
Nissan,Micra,169,80000,Manual,second,Diesel,210000.0
Audi,Q5,121,11964,Automatic,first,Diesel,3295000.0000000005
Hyundai,i20,85,22684,Manual,first,Petrol,780000.0
Honda,Brio,133,43521,Manual,first,Petrol,425000.0
Maruti Suzuki,Swift Dzire,133,49386,Manual,first,Petrol,486000.00000000006
Hyundai,i10,97,12248,Manual,first,Petrol,490000.00000000006
Mahindra,Xylo,133,67771,Manual,first,Diesel,706000.0
Volkswagen,Polo,121,60007,Automatic,first,Petrol,450000.0
Maruti Suzuki,Alto,169,48624,Manual,first,Petrol,322000.0
Volkswagen,Polo,133,30000,Manual,first,Diesel,325000.0
Hyundai,i10,109,81605,Manual,first,Petrol,453000.0
Mercedes-Benz,C-Class,97,32642,Automatic,first,Diesel,3478000.0
Hyundai,Verna,133,34200,Automatic,first,Petrol,650000.0
Fiat,Punto,181,72204,Manual,first,Petrol,225000.0
Toyota,Innova,169,156347,Manual,second,Diesel,800000.0
Mahindra,TUV300,97,47357,Automatic,first,Diesel,836999.9999999999
Volkswagen,Polo,121,61738,Manual,first,Diesel,539000.0
BMW,5 Series,85,32586,Automatic,first,Diesel,3729999.9999999995
Mercedes-Benz,GLE,85,40129,Automatic,first,Diesel,7080000.0
Mercedes-Benz,M-Class,157,51000,Automatic,first,Diesel,2225000.0
Hyundai,i10,85,10393,Manual,first,Petrol,603000.0
Skoda,Superb,169,46000,Automatic,first,Petrol,490000.00000000006
Hyundai,i10,145,21000,Automatic,first,Petrol,396000.0
Hyundai,i20,169,113562,Manual,first,Diesel,459999.99999999994
Lexus,LX,169,100010,Manual,second,Diesel,550000.0
Honda,Brio,145,63107,Manual,first,Petrol,325000.0
Hyundai,i20,97,58500,Manual,first,Petrol,625000.0
Ford,Endeavour,217,90000,Manual,fourth & above,Diesel,300000.0
Hyundai,Verna,169,108242,Manual,first,Diesel,425000.0
Toyota,Fortuner,169,146300,Manual,first,Diesel,1225000.0
BMW,X1,169,62943,Automatic,second,Diesel,1095000.0
Toyota,Fortuner,145,65000,Automatic,first,Diesel,1650000.0
Honda,Amaze,85,1700,Automatic,first,Petrol,780000.0
Hyundai,i10,145,34697,Manual,first,Petrol,370000.0
Hyundai,i20,157,58000,Manual,first,Petrol,400000.0
BMW,3 Series,121,32500,Automatic,first,Diesel,2675000.0
Audi,Q3,109,58661,Automatic,first,Diesel,2803000.0
Maruti Suzuki,Swift,97,37124,Manual,first,Petrol,544000.0
Maruti Suzuki,Baleno,97,44000,Automatic,first,Petrol,620000.0
Mercedes-Benz,GLE,241,45200,Manual,first,Petrol,90000.0
Lexus,LX,109,11000,Manual,first,Petrol,395000.0
Tata,Nano,169,65000,Manual,second,Petrol,44000.0
Ford,Figo,157,55005,Manual,first,Diesel,275000.0
Volkswagen,Passat,169,81650,Automatic,first,Diesel,750000.0
Fiat,Linea,181,160000,Manual,second,Diesel,250000.0
Mahindra,Xylo,121,169000,Manual,first,Diesel,500000.0
Maruti Suzuki,Wagon-R,145,67263,Manual,first,Petrol,360000.0
Toyota,Etios,157,44223,Manual,first,Petrol,399000.0
Hyundai,i10,121,36840,Manual,first,Petrol,564000.0
Toyota,Innova,133,160000,Manual,first,Diesel,1200000.0
Tata,Indica,205,133000,Manual,first,Diesel,70000.0
BMW,3 Series,121,69123,Automatic,first,Diesel,1900000.0
BMW,X4,97,38000,Automatic,first,Diesel,3048000.0
Maruti Suzuki,Ciaz,97,5500,Manual,first,Petrol,819999.9999999999
Ford,Figo,121,1001,Manual,first,Diesel,755000.0
Chevrolet,Aveo,217,59000,Manual,third,Petrol,99000.0
Honda,City,169,78256,Automatic,first,Petrol,415000.00000000006
Nissan,Sunny,109,90000,Manual,first,Petrol,620000.0
Maruti Suzuki,Swift Dzire,109,18000,Manual,first,Petrol,440000.00000000006
Ford,Figo,157,60000,Manual,first,Diesel,210000.0
Fiat,Punto,169,130000,Manual,first,Diesel,220000.00000000003
Hyundai,i20,85,32851,Manual,first,Petrol,834000.0
Maruti Suzuki,Swift Dzire,133,32000,Manual,first,Diesel,434999.99999999994
Ford,Ecosport,133,62700,Manual,first,Diesel,680000.0
Maruti Suzuki,Swift Dzire,181,71000,Manual,first,Diesel,330000.0
Hyundai,i10,109,19947,Manual,first,Petrol,504000.0
BMW,X4,157,91000,Automatic,first,Diesel,919999.9999999999
Volkswagen,Polo,133,74000,Manual,first,Diesel,570000.0
Mahindra,TUV300,85,55594,Manual,first,Diesel,848000.0
BMW,X6,145,58000,Automatic,first,Diesel,4800000.0
Renault,Duster,157,110224,Manual,first,Diesel,610000.0
Maruti Suzuki,Wagon-R,181,21002,Manual,first,Petrol,275000.0
Maruti Suzuki,Ertiga,97,121000,Manual,first,Diesel,800000.0
Maruti Suzuki,Alto,181,73513,Manual,first,Petrol,185000.0
Maruti Suzuki,Wagon-R,121,34000,Automatic,first,Petrol,385000.0
Maruti Suzuki,Eeco,97,28371,Manual,first,Petrol,474000.0
Renault,Duster,145,74755,Manual,first,Diesel,563000.0
Lexus,LX,169,25805,Manual,first,Petrol,262000.0
Renault,Duster,121,82603,Manual,first,Petrol,490000.00000000006
Honda,Civic,229,110000,Manual,first,Petrol,265000.0
Mahindra,XUV500,157,88000,Manual,first,Diesel,599000.0
Mahindra,Verito,169,110000,Manual,second,Diesel,240000.0
Renault,Kwid,97,15000,Manual,first,Petrol,425000.0
Porsche,Cayenne,145,70000,Automatic,first,Diesel,4000000.0
Maruti Suzuki,Swift,205,150000,Manual,second,Diesel,270000.0
Datsun,Go,109,19000,Manual,first,Petrol,299000.0
Hyundai,i20,169,37442,Manual,first,Petrol,340000.0
BMW,5 Series,109,63111,Automatic,second,Diesel,3080000.0
Maruti Suzuki,Ertiga,157,88000,Manual,first,Diesel,585000.0
Hyundai,i10,133,42355,Manual,first,Petrol,400000.0
BMW,3 Series,169,75871,Automatic,first,Petrol,1412000.0
Chevrolet,Cruze,169,65000,Manual,first,Diesel,455000.0
Mercedes-Benz,M-Class,121,69000,Automatic,first,Diesel,3800000.0
Maruti Suzuki,Ritz,169,79232,Manual,first,Diesel,290000.0
Mercedes-Benz,C-Class,217,220000,Automatic,second,Petrol,600000.0
Hyundai,i20,109,28470,Manual,first,Petrol,695000.0
Hyundai,Eon,133,9759,Manual,first,Petrol,275000.0
Maruti Suzuki,Swift,133,75216,Manual,first,Diesel,509999.99999999994
Hyundai,i20,97,8000,Manual,first,Petrol,675000.0
Maruti Suzuki,Ritz,133,59451,Manual,first,Petrol,369000.0
Maruti Suzuki,Swift,145,53996,Manual,first,Diesel,545000.0
Honda,WRV,85,15135,Manual,first,Petrol,928999.9999999999
Hyundai,Xcent,121,53000,Automatic,second,Petrol,400000.0
Honda,Amaze,145,40000,Manual,first,Petrol,290000.0
Hyundai,Verna,145,21107,Manual,first,Petrol,525000.0
Honda,City,133,56000,Manual,first,Petrol,575000.0
Hyundai,Creta,97,19623,Manual,first,Petrol,1312000.0
Mahindra,XUV500,133,70963,Manual,first,Diesel,783000.0
Maruti Suzuki,Wagon-R,145,25755,Manual,first,CNG,315000.0
Toyota,Innova,145,51450,Manual,first,Diesel,1040000.0
Maruti Suzuki,Swift,157,75000,Manual,first,Diesel,434999.99999999994
Maruti Suzuki,Wagon-R,97,37832,Automatic,first,Petrol,523000.00000000006
Hyundai,i10,109,43041,Manual,first,Petrol,601000.0
Honda,Amaze,133,97236,Manual,first,Diesel,440000.00000000006
BMW,3 Series,181,83000,Automatic,first,Diesel,1275000.0
Ford,Figo,169,65000,Manual,first,Petrol,240000.0
Volkswagen,Ameo,85,46007,Manual,first,Petrol,571000.0
Ford,Ecosport,121,65925,Manual,second,Diesel,549000.0
Honda,City,253,73500,Manual,second,Petrol,130000.0
Mahindra,XUV500,133,55000,Manual,first,Diesel,850000.0
Toyota,Fortuner,157,115000,Manual,first,Diesel,1299000.0
Hyundai,i10,97,31184,Manual,first,Petrol,500000.0
Maruti Suzuki,Swift Dzire,97,41747,Automatic,first,Diesel,900000.0
Maruti Suzuki,Swift,109,38143,Manual,first,Diesel,522000.0
Volkswagen,Polo,157,19030,Manual,first,Petrol,380000.0
Toyota,Etios Liva,73,20877,Manual,first,Petrol,727000.0
Maruti Suzuki,Swift,109,23555,Manual,first,Petrol,509999.99999999994
Mercedes-Benz,E-Class,145,29000,Automatic,first,Diesel,2900000.0
Maruti Suzuki,Wagon-R,145,61000,Manual,first,Petrol,290000.0
Tata,Nano,157,4187,Manual,first,Petrol,138000.0
Skoda,Laura,169,46000,Manual,first,Petrol,550000.0
Volkswagen,Polo,109,28000,Automatic,first,Petrol,725000.0
Hyundai,Verna,133,83558,Manual,first,Diesel,698000.0
Jaguar,XE,97,40000,Manual,first,Diesel,525000.0
Hyundai,Eon,145,36000,Manual,first,Petrol,195000.0
Audi,A4,133,21000,Automatic,first,Diesel,2450000.0
Toyota,Innova,145,62162,Manual,first,Diesel,831000.0
Mercedes-Benz,M-Class,157,83000,Automatic,first,Diesel,3600000.0
Hyundai,Xcent,121,58000,Manual,first,Diesel,550000.0
Honda,Accord,169,62332,Automatic,first,Petrol,589000.0
Volkswagen,Vento,109,50867,Manual,first,Diesel,795000.0
Hyundai,i20,181,73000,Manual,first,Petrol,275000.0
Hyundai,Elantra,157,98008,Manual,first,Diesel,625000.0
Ford,Figo,121,36000,Manual,first,Diesel,495000.0
Hyundai,i20,73,27339,Manual,first,Petrol,627000.0
Hyundai,Verna,97,25000,Manual,first,Diesel,865000.0
Hyundai,i10,133,37000,Manual,first,Petrol,350000.0
Audi,Q5,121,56000,Automatic,first,Diesel,3500000.0
Maruti Suzuki,Swift Dzire,121,27000,Manual,first,Petrol,445000.0
Hyundai,i20,157,37000,Manual,first,Petrol,265000.0
Mahindra,KUV100,97,10500,Manual,first,Diesel,470000.0
Hyundai,Elantra,133,49000,Automatic,first,Diesel,890000.0
Jeep,Compass,97,7000,Manual,first,Diesel,1745000.0
Maruti Suzuki,Vitara-Brezza,97,71256,Manual,first,Diesel,958000.0
Toyota,Corolla,157,83184,Manual,first,Petrol,622000.0
Mahindra,XUV500,145,87284,Manual,first,Diesel,780000.0
BMW,X1,109,7000,Automatic,first,Diesel,2775000.0
Hyundai,i20,121,29000,Manual,second,Diesel,700000.0
Mercedes-Benz,GLE,97,33552,Automatic,first,Diesel,6487000.0
Chevrolet,Cruze,145,64000,Manual,second,Diesel,650000.0
Hyundai,i20,169,82000,Manual,second,Petrol,270000.0
Honda,Brio,157,70000,Manual,second,Petrol,250000.0
Nissan,Evalia,145,166194,Manual,first,Diesel,390000.0
Volkswagen,Polo,121,58000,Manual,first,Petrol,395000.0
Hyundai,i10,181,77000,Manual,second,Petrol,210000.0
Chevrolet,Cruze,193,73204,Automatic,third,Diesel,350000.0
Hyundai,i10,217,70000,Manual,second,Petrol,200000.0
Maruti Suzuki,Ertiga,133,79870,Manual,first,Diesel,535000.0
Honda,Amaze,145,90000,Manual,first,Diesel,380000.0
Mercedes-Benz,A-Class,109,17000,Automatic,first,Petrol,1725000.0
Hyundai,i10,85,46493,Manual,first,Petrol,553000.0
Hyundai,i10,193,68000,Manual,third,Petrol,195000.0
Maruti Suzuki,Swift,97,2000,Manual,first,Diesel,819999.9999999999
Honda,City,313,140000,Manual,first,Petrol,90000.0
Toyota,Innova,145,255000,Manual,third,Diesel,650000.0
Mini,Cooper Countryman,133,45535,Automatic,first,Diesel,1941000.0
Fiat,Linea,109,39228,Manual,first,Petrol,658000.0
Chevrolet,Aveo,169,57000,Manual,second,Petrol,210000.0
Hyundai,i10,205,85445,Manual,second,Petrol,200000.0
Hyundai,Xcent,121,54000,Manual,first,Diesel,370000.0
Maruti Suzuki,Celerio,133,53000,Automatic,first,Petrol,380000.0
Hyundai,i10,133,60000,Manual,first,Petrol,325000.0
Renault,Duster,121,65668,Manual,first,Diesel,553000.0
BMW,3 Series,169,100000,Automatic,second,Diesel,1090000.0
Hyundai,i10,85,1800,Manual,first,Petrol,509999.99999999994
Hyundai,Santro,217,96000,Manual,second,Petrol,220000.00000000003
Chevrolet,Spark,193,44200,Manual,second,Petrol,160000.0
Honda,City,85,14000,Manual,first,Petrol,1125000.0
Volkswagen,Vento,145,720000,Manual,first,Diesel,590000.0
Toyota,Fortuner,157,73000,Automatic,first,Diesel,1440000.0
Honda,City,169,68000,Manual,first,Petrol,360000.0
BMW,5 Series,97,19543,Automatic,first,Diesel,4050000.0
Audi,Q5,133,38000,Automatic,second,Diesel,3895000.0000000005
Maruti Suzuki,Ritz,133,32805,Manual,first,Diesel,360000.0
Volkswagen,Vento,109,44782,Automatic,first,Diesel,712000.0
Honda,City,109,55700,Manual,first,Diesel,752000.0
Audi,A4,157,60000,Automatic,second,Diesel,1035000.0
Skoda,Rapid,133,56000,Manual,first,Petrol,700000.0
Toyota,Fortuner,169,60000,Manual,first,Diesel,1085000.0
Chevrolet,Optra,181,78563,Manual,first,Diesel,235000.0
Maruti Suzuki,Eeco,133,34669,Manual,first,Petrol,290000.0
Maruti Suzuki,Ciaz,97,17000,Manual,first,Petrol,765000.0
Maruti Suzuki,Ciaz,109,66000,Manual,first,Diesel,640000.0
Toyota,Innova,133,102418,Manual,first,Diesel,1010000.0
Maruti Suzuki,Swift Dzire,133,48800,Manual,first,Petrol,425000.0
Toyota,Innova,73,10601,Automatic,first,Diesel,1964999.9999999998
Tata,Indica,97,8200,Manual,first,Diesel,440000.00000000006
Hyundai,i20,157,100000,Manual,first,Petrol,325000.0
Ford,Fiesta,157,78000,Manual,first,Diesel,280000.0
Chevrolet,Enjoy,121,50000,Manual,first,Diesel,430000.0
Ford,Fiesta,229,89327,Manual,third,Diesel,155000.0
Honda,CRV,217,98000,Manual,second,Petrol,470000.0
Honda,Jazz,97,24700,Manual,first,Petrol,707000.0
Lexus,LS,85,6000,Automatic,first,Diesel,7900000.0
Hyundai,i10,85,9434,Manual,first,Petrol,575000.0
Maruti Suzuki,Ritz,157,29000,Manual,first,Petrol,325000.0
Volkswagen,Ameo,97,22440,Automatic,first,Diesel,889000.0
Honda,City,121,73070,Manual,first,Petrol,590000.0
Honda,Jazz,109,21771,Manual,first,Petrol,495000.0
Maruti Suzuki,Swift,133,62000,Manual,first,Diesel,375000.0
Hyundai,Creta,97,37024,Automatic,first,Diesel,1097000.0
Audi,A7,133,60336,Automatic,second,Diesel,2494000.0
Hyundai,Eon,133,26008,Manual,first,Petrol,197000.0
Ford,Figo,181,90000,Manual,second,Diesel,140000.0
Volkswagen,Ameo,85,35569,Manual,first,Petrol,727000.0
Renault,Scala,145,40000,Manual,first,Diesel,400000.0
Honda,Jazz,121,45000,Manual,first,Petrol,475000.0
Hyundai,i20,121,42000,Manual,first,Petrol,509999.99999999994
Audi,A4,157,46913,Automatic,first,Diesel,1611000.0
Ssangyong,Rexton,133,62000,Automatic,first,Diesel,1055000.0
Toyota,Fortuner,97,15000,Automatic,first,Diesel,3000000.0
Ambassador,Classic,277,69000,Manual,first,Diesel,160000.0
Mercedes-Benz,C-Class,157,41367,Automatic,first,Diesel,1848999.9999999998
Maruti Suzuki,Ciaz,85,15982,Manual,first,Petrol,996000.0000000001
Maruti Suzuki,Swift,145,99595,Manual,second,Diesel,475000.0
Toyota,Qualis,277,63000,Manual,third,Diesel,365000.0
BMW,5 Series,157,49000,Automatic,second,Diesel,1550000.0
Mitsubishi,Pajero,145,48272,Manual,first,Diesel,1182000.0
Toyota,Corolla,205,63000,Manual,first,Petrol,204999.99999999997
Maruti Suzuki,Wagon-R,109,77000,Manual,first,CNG,330000.0
Maruti Suzuki,Omni,145,11734,Manual,first,Petrol,225000.0
Audi,A6,133,62012,Automatic,first,Diesel,2012000.0
Hyundai,Xcent,97,46000,Manual,first,CNG,495000.0
Honda,Jazz,109,45449,Manual,first,Diesel,748000.0
Mercedes-Benz,E-Class,253,85000,Automatic,second,Petrol,550000.0
Honda,City,241,88000,Manual,second,Petrol,170000.0
Audi,A4,145,45330,Automatic,first,Diesel,1319000.0
Maruti Suzuki,Swift Dzire,157,88000,Manual,first,Petrol,385000.0
Maruti Suzuki,Swift Dzire,109,45376,Manual,first,Diesel,575000.0
Mahindra,XUV500,133,81000,Manual,first,Diesel,900000.0
Chevrolet,Beat,157,83381,Manual,first,Petrol,221000.0
Ford,Ecosport,97,78526,Manual,first,Diesel,809000.0
BMW,5 Series,97,27313,Automatic,first,Diesel,4863000.0
Audi,Q5,121,42747,Automatic,second,Diesel,3947000.0
BMW,X1,121,42265,Automatic,second,Diesel,2224000.0
Hyundai,i10,193,21000,Automatic,first,Petrol,260000.0
Hyundai,Creta,109,55100,Automatic,first,Diesel,1200000.0
Audi,A4,133,70000,Automatic,first,Diesel,1800000.0
Mercedes-Benz,S-Class,217,55000,Automatic,third,Petrol,999000.0
Hyundai,i10,157,58235,Manual,first,Petrol,245000.00000000003
Ford,Ecosport,97,26000,Manual,first,Diesel,899000.0
Volkswagen,Vento,169,35000,Manual,first,Diesel,315000.0
Maruti Suzuki,Swift Dzire,97,24000,Manual,first,Diesel,819999.9999999999
Mahindra,Scorpio,109,98000,Manual,first,Diesel,1150000.0
Hyundai,i20,109,44487,Manual,first,Diesel,730000.0
Maruti Suzuki,Alto,205,65000,Manual,first,Petrol,159000.0
Hyundai,i10,121,34951,Manual,second,Petrol,315000.0
Mahindra,Scorpio,121,52373,Manual,second,Diesel,850000.0
Skoda,Fabia,181,66285,Manual,first,Diesel,300000.0
BMW,X5,157,66000,Automatic,first,Diesel,2100000.0
Honda,Jazz,109,43000,Manual,first,Diesel,775000.0
Mercedes-Benz,E-Class,145,45200,Automatic,first,Diesel,2300000.0
Mahindra,XUV500,109,41000,Automatic,first,Diesel,1375000.0
Honda,City,97,39430,Automatic,first,Petrol,828999.9999999999
Maruti Suzuki,Swift,133,83274,Manual,first,Diesel,579000.0
Mercedes-Benz,C-Class,97,32324,Automatic,first,Diesel,3050000.0
Honda,City,169,49999,Manual,first,Petrol,380000.0
Tata,Sumo,133,66000,Manual,first,Diesel,445000.0
Hyundai,i20,157,54000,Manual,first,Petrol,330000.0
Fiat,Linea,193,80000,Manual,second,Diesel,175000.0
Honda,Civic,169,72000,Automatic,second,Petrol,550000.0
Hyundai,Creta,97,44865,Manual,first,Diesel,1335000.0
Audi,A3,97,22000,Automatic,second,Diesel,2250000.0
Hyundai,Verna,145,57478,Manual,second,Petrol,525000.0
Hyundai,i20,169,75000,Manual,first,Diesel,375000.0
Honda,Mobilio,121,50624,Manual,first,Diesel,632000.0
Hyundai,Verna,85,75000,Automatic,first,Diesel,775000.0
Ford,Fiesta,229,87000,Manual,second,Petrol,137000.0
Hyundai,i10,181,62000,Manual,first,Petrol,210000.0
Maruti Suzuki,Vitara-Brezza,109,41372,Manual,first,Diesel,930000.0000000001
Toyota,Innova,121,70000,Manual,first,Diesel,1200000.0
Mercedes-Benz,A-Class,97,35000,Automatic,first,Diesel,2350000.0
Maruti Suzuki,Alto,229,71993,Manual,first,Petrol,180000.0
Mercedes-Benz,C-Class,145,62000,Automatic,second,Diesel,1250000.0
Maruti Suzuki,Swift,121,51000,Manual,first,Diesel,474000.0
Hyundai,i10,109,26038,Manual,first,Petrol,543000.0
Toyota,Fortuner,85,37713,Automatic,second,Diesel,3162000.0
Toyota,Innova,169,78088,Manual,first,Petrol,630000.0
Ford,Ecosport,97,30453,Manual,first,Diesel,844999.9999999999
Ford,Figo,109,54000,Manual,first,Petrol,500000.0
Toyota,Fortuner,169,190000,Manual,first,Diesel,1300000.0
Maruti Suzuki,Swift Dzire,157,65097,Manual,first,Petrol,470000.0
BMW,7 Series,85,28060,Automatic,first,Petrol,9367000.0
Skoda,Superb,157,282000,Manual,first,Petrol,330000.0
Maruti Suzuki,Wagon-R,193,111000,Manual,second,Petrol,151000.0
Renault,Duster,145,63295,Manual,first,Diesel,609000.0
Maruti Suzuki,Ciaz,121,35770,Manual,first,Petrol,595000.0
Hyundai,Elantra,157,125928,Manual,first,Diesel,900000.0
Skoda,Rapid,121,45000,Automatic,first,Diesel,425000.0
Mercedes-Benz,C-Class,145,21000,Automatic,first,Diesel,2350000.0
Honda,Accord,169,54774,Automatic,first,Petrol,635000.0
Maruti Suzuki,Celerio,133,41123,Manual,first,Petrol,340000.0
BMW,7 Series,97,17465,Automatic,first,Petrol,9300000.0
BMW,3 Series,133,48000,Automatic,first,Diesel,2160000.0
Volkswagen,Vento,169,173000,Manual,first,Diesel,400000.0
Maruti Suzuki,Swift Dzire,85,12000,Manual,first,Diesel,550000.0
Land Rover,Range Rover,157,34000,Automatic,first,Diesel,1925000.0
Hyundai,i20,157,71360,Manual,first,Diesel,395000.0
Maruti Suzuki,Swift Dzire,157,74000,Manual,second,Diesel,425000.0
Jeep,Compass,85,28937,Manual,first,Diesel,1702000.0
Maruti Suzuki,Ertiga,157,82085,Manual,first,Diesel,650000.0
Ford,Figo,169,68465,Manual,first,Petrol,295000.0
Toyota,Corolla,145,63854,Manual,first,Diesel,712000.0
Maruti Suzuki,Vitara-Brezza,85,3000,Automatic,first,Diesel,1125000.0
Honda,City,193,65055,Manual,first,Petrol,275000.0
Mahindra,Scorpio,121,120000,Manual,first,Diesel,1200000.0
Hyundai,Xcent,133,64241,Manual,first,Petrol,367000.0
Mercedes-Benz,E-Class,289,121000,Manual,first,Diesel,500000.0
Lexus,LX,205,2200,Manual,first,Petrol,229999.99999999997
Skoda,Octavia,205,88123,Manual,first,Diesel,220000.00000000003
Mercedes-Benz,GL-Class,133,79000,Automatic,first,Diesel,4100000.0
BMW,X1,109,28143,Automatic,first,Diesel,2850000.0
Volkswagen,Vento,121,23001,Manual,first,Petrol,549000.0
Audi,A4,145,82002,Automatic,second,Diesel,1750000.0
Ford,Ikon,193,75000,Manual,first,Diesel,199000.0
Hyundai,Verna,109,37451,Manual,first,Diesel,664000.0
Toyota,Innova,97,67000,Manual,first,Diesel,1650000.0
Hyundai,i10,109,25000,Manual,first,Petrol,500000.0
Volkswagen,Ameo,97,12000,Manual,first,Petrol,540000.0
Renault,Kwid,97,25000,Manual,first,Petrol,299000.0
Honda,City,169,95936,Manual,first,Petrol,409999.99999999994
Hyundai,i10,85,5354,Automatic,first,Petrol,676000.0
Volkswagen,Polo,109,42000,Manual,second,Petrol,550000.0
Maruti Suzuki,Swift,133,44282,Manual,first,Diesel,599000.0
Nissan,Sunny,157,70000,Manual,first,Diesel,259000.0
Jaguar,XF,145,31400,Automatic,first,Diesel,2675000.0
Maruti Suzuki,Ciaz,109,50000,Manual,first,Diesel,850000.0
Audi,Q5,169,53000,Automatic,first,Diesel,2300000.0
Ford,Figo,133,21727,Manual,first,Petrol,335000.0
Hyundai,Santa Fe,157,43000,Automatic,second,Diesel,1075000.0
Lexus,LX,145,75000,Manual,first,Diesel,629000.0
Renault,Duster,133,73557,Manual,first,Diesel,775000.0
Audi,A4,157,44555,Automatic,first,Diesel,1350000.0
Maruti Suzuki,Eeco,145,54885,Manual,first,Petrol,375000.0
Mahindra,Xylo,169,76000,Manual,second,Diesel,375000.0
Maruti Suzuki,Wagon-R,229,101000,Manual,second,Petrol,150000.0
Maruti Suzuki,Wagon-R,241,66000,Manual,first,Petrol,145000.0
BMW,X4,145,84360,Manual,first,Petrol,412000.0
Toyota,Innova,109,25121,Manual,first,Diesel,1711000.0
Toyota,Innova,121,100000,Manual,second,Diesel,1025000.0
Volkswagen,Polo,169,66035,Manual,first,Diesel,249000.00000000003
Toyota,Etios,121,190000,Manual,second,Petrol,385000.0
Ford,Ecosport,133,85670,Manual,first,Diesel,625000.0
Hyundai,i10,121,35000,Manual,first,Diesel,488000.0
Honda,City,109,8000,Automatic,first,Petrol,944999.9999999999
Toyota,Innova,217,162000,Manual,second,Diesel,480000.0
Hyundai,Eon,157,60000,Manual,first,Petrol,199000.0
Hyundai,i10,181,70600,Manual,first,Petrol,280000.0
Mercedes-Benz,E-Class,169,25000,Automatic,second,Petrol,2200000.0
Mahindra,Bolero,157,75000,Manual,first,Diesel,430000.0
Skoda,Laura,133,85071,Automatic,first,Diesel,975000.0
Maruti Suzuki,Swift,121,40000,Manual,first,Petrol,590000.0
Audi,A4,145,67000,Automatic,first,Diesel,1450000.0
Ford,Fiesta,193,55000,Manual,second,Diesel,240000.0
BMW,X4,205,62000,Manual,second,Petrol,211000.0
Hyundai,i10,97,22526,Automatic,first,Petrol,760000.0
Maruti Suzuki,Ritz,157,57788,Automatic,first,Petrol,360000.0
Mahindra,Scorpio,145,72000,Manual,first,Diesel,600000.0
Mahindra,Scorpio,133,83128,Manual,first,Diesel,745000.0
Maruti Suzuki,Alto,169,75000,Manual,first,Petrol,210000.0
Renault,Duster,145,58000,Manual,second,Diesel,520000.0
Mahindra,Jeep,193,26000,Manual,first,Diesel,699000.0
Maruti Suzuki,Ignis,97,1000,Manual,first,Petrol,636000.0
Toyota,Innova,121,59751,Manual,first,Diesel,1162000.0
BMW,7 Series,121,29966,Automatic,second,Diesel,4360000.0
Hyundai,Sonata,193,65000,Manual,second,Diesel,490000.00000000006
Renault,Duster,121,75863,Manual,first,Diesel,670000.0
Maruti Suzuki,Wagon-R,145,54000,Manual,first,CNG,305000.0
Audi,A4,133,24000,Automatic,first,Diesel,2500000.0
Jeep,Compass,85,33218,Manual,first,Diesel,1905000.0
Hyundai,Verna,121,33425,Manual,first,Petrol,450000.0
Honda,Amaze,145,47000,Manual,first,Petrol,415000.00000000006
Hyundai,Creta,121,41000,Manual,first,Diesel,1190000.0
Hyundai,i10,169,62000,Manual,first,Petrol,210000.0
Mahindra,TUV300,109,47035,Manual,first,Diesel,695000.0
Maruti Suzuki,Swift Dzire,205,56230,Manual,second,Petrol,240000.0
Mercedes-Benz,GLE,217,55000,Manual,first,Petrol,265000.0
Mahindra,XUV500,133,70669,Manual,first,Diesel,900000.0
Maruti Suzuki,Alto,157,69000,Manual,first,Petrol,210000.0
Chevrolet,Beat,169,65000,Manual,second,Petrol,250000.0
Audi,A6,193,30000,Automatic,first,Diesel,894999.9999999999
Mini,Cooper,97,2000,Automatic,first,Diesel,3400000.0
Maruti Suzuki,Swift,169,24255,Manual,first,Petrol,315000.0
Tata,Zest,121,40000,Manual,first,Petrol,400000.0
Honda,City,133,40000,Manual,first,Diesel,445000.0
Chevrolet,Beat,181,26000,Manual,first,Petrol,150000.0
Audi,A4,169,105000,Automatic,second,Diesel,1450000.0
Ford,Aspire,121,2800,Manual,first,Diesel,841000.0
